source,target,tweetid,text,retweets,favourites,includesimage
Shane Landrum,cliotropic,1420565405,.@janaremy on using Instagram in an environmental history course to help students learn to look at place in a new way. #THATCamp #AHA2015,1,1,FALSE
Annie Johnson,anniekjohn,1420565414,@ProfessMoravec You just got named checked by @wcaleb. Would love to here more about your use of @Snapchat in classes! #thatcamp #AHA2015,2,2,FALSE
Bob Kosovsky,kos2,1420565415,Hey @RBMSinfo :  The bibliographic forms of social media - would be a great session for future conference! #thatcamp #AHA2015,4,2,FALSE
Rachel Kantrowitz,rakantrowitz,1420565461,"@patrick_mj @wcaleb Not that I know of, but there should be. Sounds like we should start one! #thatcamp #aha2015",0,0,TRUE
Shane Landrum,cliotropic,1420565481,.@KathrynTomasek mentions @JulianChambliss using a Twitter exercise with undergrads in his US history survey. #THATCamp #AHA2015,2,1,FALSE
Lisa Ruth Rand,orbital_decay,1420565508,I was thinking of a class Instagram for my upcoming environmental history ugrad course. Would love to hear more @janaremy #THATCamp #AHA2015,0,2,FALSE
Ashley Sanders,throughthe_veil,1420565530,MT @dhnow: Editors' Choice: Speak to the Eyes: History & Practice of Information #Visualization. http://dhnow.org/14soN6P™_ #thatcamp #aha2015,3,1,FALSE
Shane Landrum,cliotropic,1420565567,"#THATCamp #AHA2015 if you want to see a history prof who Gets It about using multiple social media together, see @jmjafrx & the #adphd tag",9,4,FALSE
Bob Kosovsky,kos2,1420565585,I sense after we finish today there'll be a rush to make numerous Stoify stories of today's #thatcamp #AHA2015,0,0,FALSE
Rob Phillips,PhillipsRf,1420565666,Inside Account: How Anti-Israel Resolutions Were Defeated at American Historical Association #AHA2015 http://shar.es/1HiLD7™_,0,0,FALSE
Laura Dull,ProfLauraDull,1420565677,@wcaleb notes Important to not use the tech just to appeal to what's latest w/stdts.  Use it bc it's the right tool #AHA2015 #thatcamp,2,1,FALSE
Caitlin M Gale,CorsairQueen,1420565677,"@throughthe_veil: @wcaleb: History is already happening on twitter._éó #twitterstorians need to engage. #thatcamp #AHA2015"" fucking THIS",1,2,FALSE
LD Burnett,LDBurnett,1420565714,".@ColdWarScience w/ context/perspective on the ""bestselling books in history?!"" panel at #AHA2015 (#s38) https://storify.com/ColdWarScience/aha-session-38-buying-and-selling-history-some-per™__éÙ #USIH",0,1,TRUE
Mark Healey,HealeyParera,1420565845,"@ErnestoSeman @el231958 Suspect that low rates also had to do w/ major construction project Hilton began Monday, right when #AHA2015 ended.",0,0,TRUE
Michelle Moravec,ProfessMoravec,1420566040,@cforster in madness of #aha2015 forgot to tweet presentation w/ shout out to your text wrangling :) http://bit.ly/14puqT2™_ thanks again,0,0,FALSE
Mark Healey,HealeyParera,1420566083,"Yesterday morning, headed into Manhattan for #AHA2015 http://instagram.com/p/xhWC-QxfQX/™_",1,3,FALSE
Roxanne Shirazi,RoxanneShirazi,1420566281,Getting a peek at how to create a twitter bot thru copy/pasting python in CodeSkulptor http://www.codeskulptor.org/™_ #thatcamp #aha2015,1,5,FALSE
Lavanya Vemsani,Indicaworld,1420566367,My panel #AHA2015 pic.twitter.com/Xpo8d9xLUP,0,0,TRUE
Lavanya Vemsani,Indicaworld,1420566437,Gulabi gang at AHA #AHA2015 pic.twitter.com/Z1hlbSlGTe,0,0,TRUE
Monica L. Mercado,monicalmercado,1420566604,".@wcaleb is so kind to stay through some of lunch, talking tweetbots with the Twitter diehards! #thatcamp #aha2015 pic.twitter.com/Fa3nioGVhH",0,4,TRUE
Brandon Morgan,CNMBrandon,1420566740,"Thanks to all who are tweeting #AHA2015 #THATCamp. I wish I could be there, but Twitter is next best thing #twitterstorians",2,4,FALSE
Monica L. Mercado,monicalmercado,1420567318,"Who knew @danroyles was a geographer, too! #THATCamp #AHA2015 sessions start again at 1:30 in 66 W 12th & 55 W 13th. pic.twitter.com/Fx14BLACp2",0,2,TRUE
Jeff McClurken,jmcclurken,1420567403,GoogleDoc for people to contribute ideas and notes for session on the Future of #THATCamp #AHA2015 https://docs.google.com/document/d/10L8KHGgeSM_XSIlyr2lw7U8J6FQfi3zSg8xbuUA7ico/edit?usp=docslist_api™__éÙ,3,1,FALSE
Michelle Moravec,ProfessMoravec,1420567433,re #aha2015 data viz session #s289 http://digitalhumanitiesnow.org/2015/01/speak-to-the-eyes-the-history-and-practice-of-information-visualization-jefferson-bailey/™__éÙ,0,2,FALSE
K F D C,K_F_DC,1420567569,"Kudos to @JeffreyHerf, Sharon Musher, David Greenberg & others on defeating #HAW anti-Israel resolution http://legalinsurrection.com/2015/01/inside-account-how-anti-israel-resolutions-were-defeated-at-american-historical-association/™__éÙ #BDS #AHA2015",0,0,FALSE
Monica L. Mercado,monicalmercado,1420567664,Schedule for 1:30pm #THATCamp #AHA2015 sessions (double check what building you're in!): http://aha2015.thatcamp.org/schedule/™_,2,0,FALSE
Michelle Moravec,ProfessMoravec,1420567979,midcareer DH at #thatcamp #aha2015 yo i'm like POSTER girl for that ish and missing it?,0,2,FALSE
Jennifer Polk,FromPhDtoLife,1420568082,".@lizcovart Congrats on going weekly, launching FB community & page! I wonder if the #AHA2015 folks know about this podcast?",0,0,TRUE
Monica L. Mercado,monicalmercado,1420568469,"I'm going to try to float around some #THATCamp #aha2015 sessions this afternoon - smartphones, sources, tumblr: https://docs.google.com/spreadsheets/d/1g_av6qGWv18l-Tp72wgkYuVaTNRGx_znNkAXyAWqkyY/edit#gid=0™__éÙ",0,0,FALSE
Audra J. Wolfe,ColdWarScience,1420568473,"And here's a giant #storify on #aha2015 #s175, ""The Future of Book Reviews."" https://storify.com/ColdWarScience/the-future-of-the-book-review™__éÙ",0,4,TRUE
Patrick Murray-John,patrick_mj,1420568555,Will notes be somewhere for @jmcclurken 's THATCamp Futures session? #THATCamp #AHA2015 It will influence next @chnm THATCamp. Thanks!,1,1,FALSE
Andrew Hnatow,andrew_hnatow,1420568582,#dhist projects from #AHA2015 from @AneliseHShrout (via @Tracy_Neumann) #digitalhumanities #dh http://www.anelisehshrout.com/digital-projects-at-the-aha/™__éÙ pic.twitter.com/9R2ayD3OFL,0,3,TRUE
John Theibault,jtheibault,1420568788,For storifies of #aha2015 sessions #s38 #s123 #s175 (and presumably more to come) check out @ColdWarScience,0,1,FALSE
Karin Wulf,kawulf,1420568823,Terrific to see so many old and new friends at #AHA2015 esp. at the @oieahc reception!,0,0,FALSE
Lisanne Walma,lisannewalma,1420569059,Getting ready to 'unclog our brains' at #THATcamp #AHA2015,1,2,FALSE
Monica L. Mercado,monicalmercado,1420569273,#THATCamp #AHA2015 change of schedule: @jmcclurken session on the future of THATCamp moved to 66 W 12th St: https://docs.google.com/spreadsheets/d/1g_av6qGWv18l-Tp72wgkYuVaTNRGx_znNkAXyAWqkyY/edit#gid=0™__éÙ,2,0,FALSE
J.M. Wasko,jmwasko,1420569489,"Getting started on increasing scholarly productivity w/@nan_kim, also cultivating attn during long term projects #AHA2015 #THATCamp",1,1,FALSE
Bob Kosovsky,kos2,1420569725,Now for 1st afternoon session:  The Future of THATcamp with @jmcclurken #thatcamp #AHA2015,0,0,FALSE
Lisanne Walma,lisannewalma,1420569734,"Big turn out for @nan_kim session on tools for time management, seems we all struggle with busy schedules! #THATCamp #AHA2015",1,1,FALSE
Monica L. Mercado,monicalmercado,1420569754,Can cell phones bring us new layers of historical meta information? Kathleen Hulser & Steve Boll #THATCamp #aha2015 pic.twitter.com/NYga2WguJY,0,1,TRUE
Caleb McDaniel,wcaleb,1420569791,Good point MT @footnotesrising:  not sure i'd rely on storify as being more stable than twitter. #thatcamp #AHA2015,0,0,FALSE
HSS GECC,HSSGECC,1420569791,ICYMI: Storify of #AHA2015 S123: Choosing to Embargo? What to do with Your History Dissertation https://storify.com/michaelhattem/aha-panel-123-choosing-to-embargo-what-to-do-with™__éÙ #phdchat,0,0,TRUE
Lisa Ruth Rand,orbital_decay,1420569838,"Very ready for #THATCamp session on sustaining focus in a digital world. Help me, @nan_kim you_éìre my only hope. #AHA2015",1,2,FALSE
Ashley Sanders,throughthe_veil,1420569958,Other tips about how to manage info overload: _é£Keeping up with Trends_éó http://www.insidehighered.com/blogs/gradhacker/keeping-trends™__éÙ #thatcamp #aha2015,1,2,FALSE
Ashley Sanders,throughthe_veil,1420570011,Productivity tips for scholars: _é£Getting More Done in Less Time._éó http://www.insidehighered.com/blogs/gradhacker/getting-more-done-less-time™__éÙ #thatcamp #aha2015,3,7,FALSE
Caleb McDaniel,wcaleb,1420570140,Here's the tutorial I used when starting to make bots with Python #thatcamp #aha2015 http://www.jeffreythompson.org/blog/2013/12/02/tutorial-twitter-bots/™__éÙ,12,20,FALSE
Bathsheba Demuth,brdemuth,1420570294,Great Storify from @ColdWarScience on publishing trends in history from #AHA2015  https://storify.com/ColdWarScience/aha-session-38-buying-and-selling-history-some-per™__éÙ,0,0,TRUE
Monica L. Mercado,monicalmercado,1420570400,"See Kathleen Hulser and Steve Bull's session description, ""Digital Dawdle"": http://aha2015.thatcamp.org/2015/01/05/session-proposal-digital-dawdle-workshop-on-smartphones-for-historic-sites/™__éÙ #THATCamp #AHA2015",0,0,FALSE
JessieNYC,JessieNYC,1420570459,RT @DrMChatelain @insidehighered covered #FergusonAHA panel @AHAhistorians Annual Meeting #AHA2015 http://tinyurl.com/manfgb5™_,2,0,FALSE
Monica L. Mercado,monicalmercado,1420570487,"Example of Bull & Hulser's previous collaboration, Augmented Reality NYC History--War of 1812-1814 http://war-of-1812-1814.blogspot.com/™_ #THATCamp #AHA2015",2,2,FALSE
Shane Landrum,cliotropic,1420570501,"@lisannewalma @nan_kim I would already be at time management session #THATCamp #AHA2015, but I'm busy w/time-conflicting conference call ;)",0,0,TRUE
susan garfinkel,footnotesrising,1420570521,thought i'd go to future of thatcamp but got sucked into substantive discussion of tei instead. #thatcamp #AHA2015,0,2,FALSE
Carole Mouly,fahan_com,1420570540,We need to put the band back together!!!@aha_com #AHA2015,3,2,FALSE
Ashley Sanders,throughthe_veil,1420570554,Discussing http://kanbanflow.com™_ and #pomodoro technique to improve #productivity. #THATCamp #aha2015 pic.twitter.com/WrChMzWNNA,0,0,TRUE
Mark Healey,HealeyParera,1420570557,"The Changing Market for Academic History Books: very informative #s38 at #AHA2015, storified by @ColdWarScience https://storify.com/ColdWarScience/aha-session-38-buying-and-selling-history-some-per™__éÙ",0,3,TRUE
Anelise H Shrout,AneliseHShrout,1420570641,#aha2015 #thatcamp folk interested in incarceration: an interesting project on indigent burials and prison labor. https://www.hartisland.net/™_,1,1,FALSE
Monica L. Mercado,monicalmercado,1420570741,"Hearing from others in the room that @Historypin mobile app is glitchy, will have to keep this in mind w/student projects #THATCamp #AHA2015",0,1,FALSE
Bob Kosovsky,kos2,1420570767,Google doc on notes for Future of THATcamp: http://bit.ly/1wktmXu™_  ,,,
Monica L. Mercado,monicalmercado,1420570805,University of New Orleans/New Orleans Historical uses curatescape apps: http://curatescape.org/projects/new-orleans-historical/™__éÙ #THATCamp #AHA2015,0,0,FALSE
HNN,myHNN,1420570812,Can You Have a #Liberalism without Labor? (Video) http://bit.ly/1DtUA2C™_ #AHA2015,1,0,FALSE
Monica L. Mercado,monicalmercado,1420570846,Suggestion that Google Field Trip might be something to explore #THATCamp #AHA2015 - any other ideas?,1,2,FALSE
Roxanne Shirazi,RoxanneShirazi,1420571098,Hearing about TEI use by historians thru @footnotesrising project on Horatio Nelson Taft's Diary http://dh2010.cch.kcl.ac.uk/academic-programme/abstracts/papers/html/ab-692.html™__éÙ #thatcamp #aha2015,0,0,FALSE
Caleb McDaniel,wcaleb,1420571277,Sorry to be leaving #THATCamp #AHA2015 early to catch flight. Will enjoy the afternoon sessions from afar!,0,4,FALSE
Monica L. Mercado,monicalmercado,1420571277,Thanks for sharing! RT @MaeveKane: My in progress syllabus for sp15 grad dh sampler course: http://ahis606.maevekan.net/syllabus™_  #AHA2015 #thatcamp,0,0,FALSE
Eileen Clancy,clancynewyork,1420571396,Why do we need history? Instant power-plays without a diachronic perspective have failed badly #longueduree #aha2015 http://www.penelopejcorfield.com/what-on-earth-is-the-temporal-turn-and-why-is-it-happening-now/™__éÙ,0,0,FALSE
Stephanie A Kingsley,KingsleySteph,1420571425,#AHA2015 #thatcamp Step 1: Digitize your text! Be sure to transcribe carefully and double-check your OCR_éìd texts.,1,0,FALSE
Maura Cunningham ‘∏˘___∂©£,mauracunningham,1420571448,Thanks @ColdWarScience for Storifying the #AHA2015 future of the book review panel https://storify.com/ColdWarScience/the-future-of-the-book-review™__éÙ (blog post from me to come!),0,3,TRUE
Monica L. Mercado,monicalmercado,1420571455,"If we're frustrated with options for walking tours/history apps, what do we use? @ProfessMoravec suggests Pinterest. #AHA2015 #THATCamp",0,2,FALSE
Patrick Murray-John,patrick_mj,1420571494,"Finally back online after spotty internets, and catching up on great convo about #thatcamp at #aha2015 camp!",0,1,FALSE
Maeve Kane,MaeveKane,1420571495,"AR session #thatcamp #aha2015: frustrations with using tools not meant for historians' or Ss uses; need for smth like Zotero, built for it?",0,0,FALSE
Stephanie A Kingsley,KingsleySteph,1420571520,#AHA2015 #THATCamp Step 2: Use @JuxtaCommons to collate_éåcompare word-for-word_éåyour texts! http://juxtacommons.org™_,0,1,TRUE
Monica L. Mercado,monicalmercado,1420571529,#THATCamp -ers might be interested in @ProfessMoravec's post on Pinterest for public history: http://march.rutgers.edu/2014/09/pinterest-for-public-history/™__éÙ #AHA2015,2,4,FALSE
Monica L. Mercado,monicalmercado,1420571559,"#AHA2015 #THATCamp RT @ProfessMoravec: @monicalmercado been experimenting with different map apps, but ...  @rizzo_pubhist might have ideas?",0,0,FALSE
LD Burnett,LDBurnett,1420571587,".@ColdWarScience w/ another helpful summary from #AHA2015: #s175, ""The Future of the Book Review"" https://storify.com/ColdWarScience/the-future-of-the-book-review™__éÙ #USIH",0,0,TRUE
susan garfinkel,footnotesrising,1420571601,this is our abstract on the taft diary (civil war) multiple interpretive markup project: http://dh2010.cch.kcl.ac.uk/academic-programme/abstracts/papers/html/ab-692.html™__éÙ #thatcamp #AHA2015,0,0,FALSE
Stephanie A Kingsley,KingsleySteph,1420571604,#aha2015 #thatcamp @KathrynTomasek in TEI/XML session on what TEI and XML mean. @footnotesrising on applications for #history,0,0,FALSE
Laura Dull,ProfLauraDull,1420571624,Limited Google doc on TEI session--please add your notes! https://docs.google.com/document/d/1hJWMGlGDirFx2cF6rAwSI7iz_U1tF51V15Ns22fIKRE/edit™__éÙ #aha2015 #thatcamp,0,0,FALSE
Patrick Murray-John,patrick_mj,1420571661,Are we in an 'eternal THATCamp/Intro to DH' mode with #THATCamp? #aha2015,1,0,FALSE
Maeve Kane,MaeveKane,1420571665,RT @MaeveKane: My in progress syllabus for sp15 grad dh sampler course: http://ahis606.maevekane.net/syllabus™_ #AHA2015 #thatcamp,3,1,FALSE
Stephanie A Kingsley,KingsleySteph,1420571670,RT @ProfLauraDull: Limited Google doc on TEI session--please add your notes! https://docs.google.com/document/d/1hJWMGlGDirFx2cF6rAwSI7iz_U1tF51V15Ns22fIKRE/edit™__éÙ #aha2015 #thatcamp,0,0,FALSE
Laura Dull,ProfLauraDull,1420571683,a Google Doc link that will work:) TEI session #AHA2015 #THATCamp https://docs.google.com/document/d/1hJWMGlGDirFx2cF6rAwSI7iz_U1tF51V15Ns22fIKRE/edit?usp=sharing™__éÙ,1,2,FALSE
Stephanie A Kingsley,KingsleySteph,1420571747,#aha2015 #thatcamp @KathrynTomasek on using Tapas to build digital editions. @TAPAS_Project http://tapasproject.org™_,3,1,FALSE
susan garfinkel,footnotesrising,1420571747,@patrick_mj please make it not so. #thatcamp #aha2015,0,0,TRUE
Monica L. Mercado,monicalmercado,1420571793,"#THATCamp #AHA2015 MT @sherah1918: @omeka has mobile responsive themes, so you can make any site mobile, like @MallHistories.",1,0,FALSE
Stephanie A Kingsley,KingsleySteph,1420571816,#aha2015 #thatcamp @KathrynTomasek on Step 3: Download Oxygen XML Editor & clean up your TEI. http://www.oxygen.com™_,1,0,FALSE
Stephanie A Kingsley,KingsleySteph,1420571877,#aha2015 #thatcamp @KathrynTomasek Oxygen XML Editor has templates you can use; choose which set of tags you want to use. Great!,0,0,FALSE
Caleb McDaniel,wcaleb,1420571924,"Tip for #thatcamp #aha2015 people using my Slideshow on Twitter for history, hit Escape to see all slides at once. http://wcm1.web.rice.edu/slides/thatcamp2015.html™__éÙ",2,1,FALSE
Stephanie A Kingsley,KingsleySteph,1420571968,"#aha2015 #thatcamp Good advice for writing your own XSLT: Find programmer friends, buy them big steak dinner & solicit aid. Collaboration!",0,2,FALSE
Stephanie A Kingsley,KingsleySteph,1420572068,"#aha2015 #thatcamp Can use TEI Boilerplate, a standard transformation platform you can use to convert your TEI to HTML. @KathrynTomasek",0,0,FALSE
Patrick Murray-John,patrick_mj,1420572106,Many thanks to Anonymous Frog for notes about Futures of  #THATCamp #AHA2015,0,0,FALSE
Monica L. Mercado,monicalmercado,1420572118,Can we take radical histories & bring them above ground? Hulser brainstorms #wmnhist possibilities #aha2015 #THATCamp pic.twitter.com/JGDhTsob1s,0,1,TRUE
Patrick Murray-John,patrick_mj,1420572149,RT @patrick_mj: Many thanks to Anonymous Frog for notes about Futures of  #THATCamp #AHA2015 // and Anonymous Capybara!,0,0,FALSE
Stephanie A Kingsley,KingsleySteph,1420572167,"#aha2015 #thatcamp @KathrynTomasek : Programmers use Balisage, http://syriaca.org™_, XQuery_éÙ so many tools!",0,0,FALSE
Serenity Sutherland,serenitys37,1420572182,"Productivity help for a wired world: pomodoro, http://phinished.org™_, http://zoho.com™_, http://kanbanflow.com™_ #AHA2015 #THATCamp",0,0,FALSE
Stephanie A Kingsley,KingsleySteph,1420572192,#aha2015 #thatcamp @KathrynTomasek : Getting students to do markup forces them to do close reading.,2,2,FALSE
Colleen Wong,colleenwong,1420572249,"Academic productivity hacks via @nan_kim Kanbanflow, Zoho, Academic Muse, Phinished #THATCamp #AHA2015 #timemanagement",0,1,FALSE
Bob Kosovsky,kos2,1420572264,Winding down on discussion of Future of THATcamp: http://bit.ly/1wktmXu™_ #thatcamp #AHA2015,0,0,FALSE
Stephanie A Kingsley,KingsleySteph,1420572373,#AHA2015 #THATCamp Also keeps seasoned scholars attentive data; editing my TEI forced me to look more closely at my results.,0,0,FALSE
Patrick Murray-John,patrick_mj,1420572402,"@jmcclurken @janaremy That's fortunate, since I've been going to town! Sorry if too much! #THATCamp #AHA2015",0,0,TRUE
Shawn Graham,electricarchaeo,1420572405,hey #aha2015 #thatcamp I just used scriptscrape twitter https://github.com/humabirdproject/ScriptScrape-Twitter™__éÙ to grab all your tweets https://www.dropbox.com/s/mglvg21aue57say/aha2015%2Bthatcamp-0-download.txt?dl=0™__éÙ,0,0,TRUE
Seth Denbo,seth_denbo,1420572422,Published Storify of #aha2015 #FergusonAHA panel. Let me know if I missed anything important or got anything wrong. http://bit.ly/1HHdq94™_,0,9,TRUE
Stephanie A Kingsley,KingsleySteph,1420572471,#AHA2015 #THATCamp @rarebookschool offers intro course: _é£XML in Action_éó this summer. http://rarebookschool.org™_,0,0,FALSE
Shawn Graham,electricarchaeo,1420572489,...and here's the second 100 tweets. does in batches of 100. https://www.dropbox.com/s/qu152z7o8q3do58/aha2015%2Bthatcamp-1-download.txt?dl=0™__éÙ #aha2015 #thatcamp,0,0,TRUE
Bob Kosovsky,kos2,1420572796,Now waiting for session on Open Access and the history disseertation #oa #thatcamp #AHA2015,0,0,FALSE
Bob Kosovsky,kos2,1420573085,Notes for session on Open Access and the history dissertation http://bit.ly/1yx9I0c™_ #thatcamp #AHA2015,1,0,FALSE
Seth Denbo,seth_denbo,1420573176,https://docs.google.com/document/d/1sLG9szK5ZsEFjpQ3d5gC0KkLPMD9_lYYg2kdU85gVyw/edit™__éÙ Gdoc for session on Source Discovery #thatcamp #aha2015,1,0,FALSE
Jennifer Serventi,JenServenti,1420573207,@YAppelbaum Congratulations on your new position! And it was good to meet you in person at #AHA2015. Thanks for stopping by the NEH table.,0,0,TRUE
Anelise H Shrout,AneliseHShrout,1420573219,https://docs.google.com/document/d/1SkQSsleqBgw7o4RyuFmKQCfmFac46N37ZbCDlv0EHOU/edit?usp=sharing™__éÙ Gdoc for session on GIS #thatcamp #aha2015,1,0,FALSE
Pedro Machado,padsmachado,1420573225,Nice to see my book on display at Cambridge booth at this past weekend's #AHA2015 pic.twitter.com/5DK5nkdC9v,0,1,TRUE
J.M. Wasko,jmwasko,1420573365,Lots of resources from @nan_kim! Now listening in on 'Open Access & the History Dissertation' #AHA2015 #THATCamp,0,1,FALSE
Monica L. Mercado,monicalmercado,1420573384,What would be the thing that really helps you find digitized sources on the web? There's SO MUCH #THATCamp #AHA2015,2,0,FALSE
Micki Kaufman,MickiKaufman,1420573495,"Try to find places w multi, similar-form collex. Allows reuse of hard-won successes/tools/methods @monicalmercado #THATCamp #AHA2015",0,0,TRUE
Annie Johnson,anniekjohn,1420573524,Great conversation going about #openaccess and the history dissertation. #THATCamp #AHA2015,1,0,FALSE
Stephanie A Kingsley,KingsleySteph,1420573657,Thanks for documenting! RT @ProfLauraDull: a Google Doc link that will work:) TEI session #AHA2015 #THATCamp https://docs.google.com/document/d/1hJWMGlGDirFx2cF6rAwSI7iz_U1tF51V15Ns22fIKRE/edit?usp=sharing™__éÙ,0,0,FALSE
Bob Kosovsky,kos2,1420573718,"Whether to put your work online is all part of your ""media strategy."" #oa #thatcamp #AHA2015",0,0,FALSE
Monica L. Mercado,monicalmercado,1420573727,"Open access, free full-text sources aren't necessarily catalogued, hence the discovery problem? #THATCamp #AHA2015",1,0,FALSE
Kate H. Moore,HistoricallyUs,1420573805,"OK, I saw quite a few of you #AHA2015 #twitterstorians using twitter management apps/programs on your computer. Recommendations?",0,1,FALSE
Shane Landrum,cliotropic,1420573897,"In Rm 601, 66 W 12 St, we_éìre talking about dissertations and #openaccess. #AHA2015 #THATCamp",0,1,FALSE
Jeff McClurken,jmcclurken,1420573928,Sorry I had to head out early. Thanks to @cliotropic @TenuredRadical @seth_denbo @danroyles @monicalmercado for a great #THATCamp #AHA2015,1,7,FALSE
Stephanie A Kingsley,KingsleySteph,1420573957,#AHA2015 #THATCamp Now in session w/ @seth_denbo on online sources. How to build better relationships between researchers & archivists_éÙ?,0,0,FALSE
Nan Kim,nan_kim,1420573961,"@monicalmercado yes! will tweet out notes soon from that session""Reboot Your Brain"" on productivity & workflow hacks  #AHA2015 #THATCamp",0,1,TRUE
Bob Kosovsky,kos2,1420573985,To what extent is our ownership of our work in conflict with the ethos of #digitalhumanities ?  #oa #thatcamp #AHA2015,0,0,FALSE
Erin Bartram,erin_bartram,1420574025,"My Favorite Source From pitch to reality in two days following #AHA2015 http://myfavoritesource.tumblr.com/post/107336059712/call-for-submissions™__éÙ RT widely, DH friends, if you will.",0,0,TRUE
Annie Johnson,anniekjohn,1420574082,.@cliotropic give great shout out to @openlibhums. Now accepting submissions! #THATCamp #aha2015,1,1,FALSE
Bob Kosovsky,kos2,1420574159,Open access and the creation of overlay journals http://bit.ly/13XKkDe™_ ,,,
Benjamin Wiggins,WigginsBenjamin,1420574194,.@RadhikaAN questions if keyword searches have fundamentally altered archive/lib searches from the subject search days. #AHA2015 #THATcamp,0,1,FALSE
melanie,melanienewport,1420574220,.@TenuredRadical warns against conflation of open access with absence of peer review #THATCamp #AHA2015,1,0,FALSE
Monica L. Mercado,monicalmercado,1420574229,Finding sources? I'm thinking about how many projects/digitized archives I have bookmarked in Chrome...total mess. #AHA2015 #THATCamp,0,2,FALSE
Monica L. Mercado,monicalmercado,1420574273,"Interesting--thanks, Erin! #AHA2015 #THATCamp RT @erin_bartram: Just started this. It might be one way to help: http://myfavoritesource.tumblr.com/post/107336059712/call-for-submissions™__éÙ",0,1,TRUE
Ashley Sanders,throughthe_veil,1420574285,"Everything is constructed, including library and archival catalogs. Understand that construction #thatcamp #AHA2015",5,2,FALSE
Nan Kim,nan_kim,1420574292,"sorry abt time conflict, @cliotropic! will tweet out notes soon& you're right @lisannewalma we're all in the same boat! #AHA2015 #THATCamp",0,0,TRUE
Monica L. Mercado,monicalmercado,1420574409,"What is the ideal discovery tool(s)? Some notes from #THATCamp #AHA2015 session, might be of interest to #clirdlfpfp https://docs.google.com/document/d/1sLG9szK5ZsEFjpQ3d5gC0KkLPMD9_lYYg2kdU85gVyw/edit™__éÙ",4,5,FALSE
HNN,myHNN,1420574424,What Happened to Second Wave #Feminism? (Video) http://bit.ly/1wjvoqS™_  #AHA2015 #twitterstorians,1,0,FALSE
melanie,melanienewport,1420574440,".@TenuredRadical ""the more available your work is, the more associated it is with you"" #THATCamp #AHA2015",0,4,TRUE
Claire Potter,TenuredRadical,1420574446,Does OA produce plagiarism? I say no: just the opposite. More people are aware of your work and associate it with you #THATCamp #AHA2015,9,7,FALSE
Benjamin Wiggins,WigginsBenjamin,1420574453,Historians may immerse themselves in the oeuvre of someone like Foucault but rarely practice such immersion at archives. #THATcamp #AHA2015,0,0,FALSE
Stephanie A Kingsley,KingsleySteph,1420574496,"#aha2015 #thatcamp @footnotesrising It_éìs not necessarily the tool but also how you use it_éåtypes of keyword searches, for instance.",0,1,FALSE
L. K. Fitz,freifraufitz,1420574587,"#thatcamp #AHA2015 Session Cancelled: Tumblr/Digital Scholarship in 602 - sorry, folks! Enjoy the afternoon.",0,0,FALSE
Monica L. Mercado,monicalmercado,1420574611,"#twitterstorians, I'm thinking ahead to next session  - any tumblrs you like? I'm thinking of @jmjafrx for example #THATCamp #AHA2015",0,0,FALSE
Bob Kosovsky,kos2,1420574800,".@cliotropic being ""open"" carries implications of power (the digital voice of black women vs. white man) #thatcamp #AHA2015",1,0,FALSE
Maeve Kane,MaeveKane,1420574845,.@ATErickson: How do we place documents spatially the way we place them chronologically in historical research? #thatcamp #aha2015,1,2,FALSE
Prison Public Memory,PrisonMemory,1420574892,How do you map those historical sites that no longer exist? Brainstorming approaches to #GIS and #spatialhumanities #THATCamp #AHA2015,0,2,FALSE
Bob Kosovsky,kos2,1420574988,".@TenuredRadical Open Access is about collaboration, but historical authorial model still points to a single author #thatcamp #AHA2015",0,1,FALSE
Bob Kosovsky,kos2,1420575031,.@TenuredRadical hopes that open access won't so closely follow the single-author formula that is so prevalent #thatcamp #AHA2015,0,0,FALSE
Jessica Dauterive,dauterive_jess,1420575092,How can we build a social network for documents and objects #THATCamp #AHA2015,3,1,FALSE
Seth Denbo,seth_denbo,1420575143,It_éìs great how conversations at #thatcamp #aha2015 keep referring back to papers and sessions at the annual meeting.,2,4,FALSE
Micki Kaufman,MickiKaufman,1420575186,"doc metadata mite provide connections: _éïlast opened_éì timestamps, readers, subjects, topics, tags, page length, origin  #THATCamp #AHA2015",2,2,FALSE
AHA,AHAhistorians,1420575224,RT @seth_denbo: It_éìs great how conversations at #thatcamp #aha2015 keep referring back to papers and sessions at the annual meeting.,0,2,FALSE
Monica L. Mercado,monicalmercado,1420575376,"Alas, @freifraufitz couldn't stay, but I'll be talking tumblr with #AHA2015 #THATCamp -ers from 3:30-4:20 in Room 601, 66 W 12th. Ideas?",1,1,FALSE
Seth Denbo,seth_denbo,1420575422,Really great that this #thatcamp session is fostering conversation between historians and librarians. So important. #aha2015,1,1,FALSE
Micki Kaufman,MickiKaufman,1420575435,RT @seth_denbo: Really great that this #thatcamp session is fostering conversation between historians and librarians. So important. #aha2015,4,2,FALSE
Bob Kosovsky,kos2,1420575456,"@monicalmercado @freifraufitz as @wcaleb did, talk about idiomatic characteristics of Tumblr, things not done elsewhere #thatcamp #AHA2015",0,0,TRUE
Monica L. Mercado,monicalmercado,1420575464,"Quick things as we get closer to end of day: come back to 55 W 13th street at 4:20 for goodbyes, evals in main auditorium #THATCamp #AHA2015",0,1,FALSE
Michelle Moravec,ProfessMoravec,1420575673,where are the notes for #thatcamp #aha2015 sessions?,0,0,FALSE
